Date update,Id,Child ExternalId,Child lookup,Child SObject,Missing value,Parent ExternalId,Parent SObject
2020-05-31  17:47:15.815,a022o00000VMfETAA1,User__r.Name,User__c,Field_History_Tracker__c,Johanna Eßer,Name,User
