RecordTypeId,Field__c,Field_Label__c,New_Value__c,Object__c,Object_Label__c,Old_Value__c,Record_Id__c,Record_Name__c,Relation__c,User__c,Errors,Id
0129E000000XXm6QAG,LastModifiedById,Last Modified By ID,0052o000009g7U3AAI,Account,Account,0052o000009g7TrAAI,0012o00002W0o5oAAB,Daimler Mobility AG,On Record,0052o000009g7U3AAI,,a029E00000NxlaZQAR
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-18 16:13:47,Account,Account,2020-04-28 17:44:44,0012o00002W0o5oAAB,Daimler Mobility AG,On Record,0052o000009g7U3AAI,,a029E00000NxlaaQAB
0129E000000XXm6QAG,No_of_All_Opportunities__c,No. of All Opportunities,4.0,Account,Account,3.0,0012o00002W0o5oAAB,Daimler Mobility AG,On Record,0052o000009g7U3AAI,,a029E00000NxlabQAB
0129E000000XXm6QAG,No_Opportunities_in_Pipeline__c,No. Opportunities in Pipeline,1.0,Account,Account,0.0,0012o00002W0o5oAAB,Daimler Mobility AG,On Record,0052o000009g7U3AAI,,a029E00000NxlacQAB
0129E000000XXm6QAG,Amount,Amount,134000.0,Opportunity,Opportunity,,0062o000013QQZkAAO,Daimler (Mercedes Pay) - Digital Bank,On Record,0052o000009g7TrAAI,,a029E00000NxladQAB
0129E000000XXm6QAG,ExpectedRevenue,Expected Amount,6700.0,Opportunity,Opportunity,,0062o000013QQZkAAO,Daimler (Mercedes Pay) - Digital Bank,On Record,0052o000009g7TrAAI,,a029E00000NxlaeQAB
0129E000000XXm6QAG,LastModifiedById,Last Modified By ID,0052o000009g7TrAAI,Opportunity,Opportunity,0052o000009g7U3AAI,0062o000013QQZkAAO,Daimler (Mercedes Pay) - Digital Bank,On Record,0052o000009g7TrAAI,,a029E00000NxlafQAB
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-18 16:15:28,Opportunity,Opportunity,2020-05-18 16:13:46,0062o000013QQZkAAO,Daimler (Mercedes Pay) - Digital Bank,On Record,0052o000009g7TrAAI,,a029E00000NxlagQAB
0129E000000XXm6QAG,Priority__c,Priority,Prio 1,Opportunity,Opportunity,,0062o000013QQZkAAO,Daimler (Mercedes Pay) - Digital Bank,On Record,0052o000009g7TrAAI,,a029E00000NxlahQAB
0129E000000XXm6QAG,CloseDate,Close Date,2020-05-31 00:00:00,Opportunity,Opportunity,2020-04-30 00:00:00,0062o00000y7rpwAAA,Levaro - RegShield AIS+ & PIS for SME banking platform,On Record,0052o000009g7USAAY,,a029E00000NxlaiQAB
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-18 19:47:50,Opportunity,Opportunity,2020-03-31 09:07:48,0062o00000y7rpwAAA,Levaro - RegShield AIS+ & PIS for SME banking platform,On Record,0052o000009g7USAAY,,a029E00000NxlajQAB
0129E000000XXm6QAG,Primary_Campaign_Name__c,Primary Campaign Name,RegShield 2.0 Sales Push (new business),Opportunity,Opportunity,,0062o00000y7rpwAAA,Levaro - RegShield AIS+ & PIS for SME banking platform,On Record,0052o000009g7USAAY,,a029E00000NxlakQAB
0129E000000XXm6QAG,Revenue_Start_Date__c,Revenue Start Date,2020-06-01 00:00:00,Opportunity,Opportunity,2020-05-01 00:00:00,0062o00000y7rpwAAA,Levaro - RegShield AIS+ & PIS for SME banking platform,On Record,0052o000009g7USAAY,,a029E00000NxlalQAB
0129E000000XXm6QAG,LastModifiedById,Last Modified By ID,0052o000009g7USAAY,Account,Account,0052o000009g7TrAAI,0012o00002bsaHzAAI,Levaro,On Record,0052o000009g7USAAY,,a029E00000NxlamQAB
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-18 19:48:01,Account,Account,2020-04-23 10:50:45,0012o00002bsaHzAAI,Levaro,On Record,0052o000009g7USAAY,,a029E00000NxlanQAB
0129E000000XXm6QAG,ExpectedRevenue,Expected Amount,0.0,Opportunity,Opportunity,2928.0,0062o00000y7rpwAAA,Levaro - RegShield AIS+ & PIS for SME banking platform,On Record,0052o000009g7USAAY,,a029E00000NxlaoQAB
0129E000000XXm6QAG,IsClosed,Closed,true,Opportunity,Opportunity,false,0062o00000y7rpwAAA,Levaro - RegShield AIS+ & PIS for SME banking platform,On Record,0052o000009g7USAAY,,a029E00000NxlapQAB
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-18 19:48:00,Opportunity,Opportunity,2020-05-18 19:47:50,0062o00000y7rpwAAA,Levaro - RegShield AIS+ & PIS for SME banking platform,On Record,0052o000009g7USAAY,,a029E00000NxlaqQAB
0129E000000XXm6QAG,Loss_Reason__c,Loss Reason,No Decision / Non-Responsive,Opportunity,Opportunity,,0062o00000y7rpwAAA,Levaro - RegShield AIS+ & PIS for SME banking platform,On Record,0052o000009g7USAAY,,a029E00000NxlarQAB
0129E000000XXm6QAG,Probability,Probability (%),0.0,Opportunity,Opportunity,30.0,0062o00000y7rpwAAA,Levaro - RegShield AIS+ & PIS for SME banking platform,On Record,0052o000009g7USAAY,,a029E00000NxlasQAB
0129E000000XXm6QAG,No_Opportunities_in_Pipeline__c,No. Opportunities in Pipeline,0.0,Account,Account,1.0,0012o00002bsaHzAAI,Levaro,On Record,0052o000009g7USAAY,,a029E00000NxlatQAB
0129E000000XXm6QAG,StageName,Stage,Closed Lost,Opportunity,Opportunity,Offer,0062o00000y7rpwAAA,Levaro - RegShield AIS+ & PIS for SME banking platform,On Record,0052o000009g7USAAY,,a029E00000NxlauQAB
0129E000000XXm6QAG,LastModifiedById,Last Modified By ID,0052o000009g7USAAY,Opportunity,Opportunity,0052o000008zGqfAAE,0062o000011P8z8AAC,DWS -  Depot Aggregation,On Record,0052o000009g7USAAY,,a029E00000NxlavQAB
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-18 19:52:27,Opportunity,Opportunity,2020-03-23 15:59:36,0062o000011P8z8AAC,DWS -  Depot Aggregation,On Record,0052o000009g7USAAY,,a029E00000NxlawQAB
0129E000000XXm6QAG,NextStep,Next Step,still roadmap preparing --> followup June,Opportunity,Opportunity,still roadmap preparing --> followup cw 19,0062o000011P8z8AAC,DWS -  Depot Aggregation,On Record,0052o000009g7USAAY,,a029E00000NxlaxQAB
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-18 19:59:06,Opportunity,Opportunity,2020-04-28 15:52:34,0062o000011P92EAAS,"SwissLife - AIS, DigiBank App to SwissLife customers",On Record,0052o000009g7USAAY,,a029E00000NxlayQAB
0129E000000XXm6QAG,Primary_Campaign_Name__c,Primary Campaign Name,PSD2 for Insurances Sales Push,Opportunity,Opportunity,,0062o000011P92EAAS,"SwissLife - AIS, DigiBank App to SwissLife customers",On Record,0052o000009g7USAAY,,a029E00000NxlazQAB
0129E000000XXm6QAG,Target_Countries__c,Target Countries,DE,Opportunity,Opportunity,,0062o000011P92EAAS,"SwissLife - AIS, DigiBank App to SwissLife customers",On Record,0052o000009g7USAAY,,a029E00000Nxlb0QAB
0129E000000XXm6QAG,ExpectedRevenue,Expected Amount,60000.0,Opportunity,Opportunity,30000.0,0062o000011P92EAAS,"SwissLife - AIS, DigiBank App to SwissLife customers",On Record,0052o000009g7USAAY,,a029E00000Nxlb1QAB
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-18 19:59:10,Opportunity,Opportunity,2020-05-18 19:59:06,0062o000011P92EAAS,"SwissLife - AIS, DigiBank App to SwissLife customers",On Record,0052o000009g7USAAY,,a029E00000Nxlb2QAB
0129E000000XXm6QAG,Probability,Probability (%),10.0,Opportunity,Opportunity,5.0,0062o000011P92EAAS,"SwissLife - AIS, DigiBank App to SwissLife customers",On Record,0052o000009g7USAAY,,a029E00000Nxlb3QAB
0129E000000XXm6QAG,StageName,Stage,Convince,Opportunity,Opportunity,Engage,0062o000011P92EAAS,"SwissLife - AIS, DigiBank App to SwissLife customers",On Record,0052o000009g7USAAY,,a029E00000Nxlb4QAB
0129E000000XXm6QAG,LastModifiedById,Last Modified By ID,0052o000009g7USAAY,Opportunity,Opportunity,0052o000009g7U9AAI,0062o000011P8y2AAC,Zurich Funds App AIS & PIS RegShield,On Record,0052o000009g7USAAY,,a029E00000Nxlb5QAB
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-18 20:00:08,Opportunity,Opportunity,2020-05-12 07:23:32,0062o000011P8y2AAC,Zurich Funds App AIS & PIS RegShield,On Record,0052o000009g7USAAY,,a029E00000Nxlb6QAB
0129E000000XXm6QAG,NextStep,Next Step,talk mid of JUne,Opportunity,Opportunity,,0062o000011P8y2AAC,Zurich Funds App AIS & PIS RegShield,On Record,0052o000009g7USAAY,,a029E00000Nxlb7QAB
0129E000000XXm6QAG,LastModifiedById,Last Modified By ID,0052o000009g7USAAY,Opportunity,Opportunity,0052o000009g7TrAAI,0062o000013QGhfAAG,Ginmon_Account Service (Multibanking),On Record,0052o000009g7USAAY,,a029E00000Nxlb8QAB
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-18 20:06:40,Opportunity,Opportunity,2020-05-15 10:17:42,0062o000013QGhfAAG,Ginmon_Account Service (Multibanking),On Record,0052o000009g7USAAY,,a029E00000Nxlb9QAB
0129E000000XXm6QAG,Target_Countries__c,Target Countries,DE,Opportunity,Opportunity,,0062o000013QGhfAAG,Ginmon_Account Service (Multibanking),On Record,0052o000009g7USAAY,,a029E00000NxlbAQAR
0129E000000XXm6QAG,LastModifiedById,Last Modified By ID,0052o000009g7USAAY,Account,Account,0052o000009g7TrAAI,0012o00002abGuaAAE,Hypofriend GmbH,On Record,0052o000009g7USAAY,,a029E00000NxlbBQAR
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-18 20:17:24,Account,Account,2020-04-23 10:50:45,0012o00002abGuaAAE,Hypofriend GmbH,On Record,0052o000009g7USAAY,,a029E00000NxlbCQAR
0129E000000XXm6QAG,No_Opportunities_in_Pipeline__c,No. Opportunities in Pipeline,0.0,Account,Account,1.0,0012o00002abGuaAAE,Hypofriend GmbH,On Record,0052o000009g7USAAY,,a029E00000NxlbDQAR
0129E000000XXm6QAG,IsClosed,Closed,true,Opportunity,Opportunity,false,0062o000012HPaKAAW,Hypofriend - DAC,On Record,0052o000009g7USAAY,,a029E00000NxlbEQAR
0129E000000XXm6QAG,LastModifiedById,Last Modified By ID,0052o000009g7USAAY,Opportunity,Opportunity,0052o000009g7TrAAI,0062o000012HPaKAAW,Hypofriend - DAC,On Record,0052o000009g7USAAY,,a029E00000NxlbFQAR
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-18 20:17:24,Opportunity,Opportunity,2020-03-23 16:11:19,0062o000012HPaKAAW,Hypofriend - DAC,On Record,0052o000009g7USAAY,,a029E00000NxlbGQAR
0129E000000XXm6QAG,Loss_Reason__c,Loss Reason,Customer is not Interested,Opportunity,Opportunity,,0062o000012HPaKAAW,Hypofriend - DAC,On Record,0052o000009g7USAAY,,a029E00000NxlbHQAR
0129E000000XXm6QAG,Primary_Campaign_Name__c,Primary Campaign Name,RegShield 2.0 Sales Push (new business),Opportunity,Opportunity,,0062o000012HPaKAAW,Hypofriend - DAC,On Record,0052o000009g7USAAY,,a029E00000NxlbIQAR
0129E000000XXm6QAG,StageName,Stage,Closed Lost,Opportunity,Opportunity,Qualifying,0062o000012HPaKAAW,Hypofriend - DAC,On Record,0052o000009g7USAAY,,a029E00000NxlbJQAR
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-18 23:01:04,Account,Account,2020-05-14 14:16:47,0012o00002RFQBFAA5,Acme (Sample),On Record,0052o000008zGqfAAE,,a029E00000NxlbKQAR
0129E000000XXm6QAG,No_of_All_Opportunities__c,No. of All Opportunities,31.0,Account,Account,30.0,0012o00002RFQBFAA5,Acme (Sample),On Record,0052o000008zGqfAAE,,a029E00000NxlbLQAR
0129E000000XXm6QAG,No_Opportunities_in_Pipeline__c,No. Opportunities in Pipeline,16.0,Account,Account,15.0,0012o00002RFQBFAA5,Acme (Sample),On Record,0052o000008zGqfAAE,,a029E00000NxlbMQAR
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-18 23:01:04,Account,Account,2020-05-12 15:28:24,0012o00002W0nsVAAR,Finleap GmbH,On Record,0052o000008zGqfAAE,,a029E00000NxlbNQAR
0129E000000XXm6QAG,No_of_All_Opportunities__c,No. of All Opportunities,2.0,Account,Account,3.0,0012o00002W0nsVAAR,Finleap GmbH,On Record,0052o000008zGqfAAE,,a029E00000NxlbOQAR
0129E000000XXm6QAG,No_Opportunities_in_Pipeline__c,No. Opportunities in Pipeline,1.0,Account,Account,2.0,0012o00002W0nsVAAR,Finleap GmbH,On Record,0052o000008zGqfAAE,,a029E00000NxlbPQAR
0129E000000XXm6QAG,AccountId,Account ID,0012o00002RFQBFAA5,Opportunity,Opportunity,0012o00002W0nsVAAR,0062o000012miwfAAA,Finleap GmbH - Test Opportunity for Sales for Venture,On Record,0052o000008zGqfAAE,,a029E00000NxlbQQAR
0129E000000XXm6QAG,Is_Test__c,Is Test,true,Opportunity,Opportunity,false,0062o000012miwfAAA,Finleap GmbH - Test Opportunity for Sales for Venture,On Record,0052o000008zGqfAAE,,a029E00000NxlbRQAR
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-18 23:01:04,Opportunity,Opportunity,2020-05-13 13:44:41,0062o000012miwfAAA,Finleap GmbH - Test Opportunity for Sales for Venture,On Record,0052o000008zGqfAAE,,a029E00000NxlbSQAR
0129E000000XXm6QAG,CloseDate,Close Date,2020-08-31 00:00:00,Opportunity,Opportunity,2020-04-30 00:00:00,0062o000011P8tqAAC,1822direkt - Transaction Categorisation + Contract Recognition,On Record,0052o000009g7USAAY,,a029E00000NxlbTQAR
0129E000000XXm6QAG,LastModifiedById,Last Modified By ID,0052o000009g7USAAY,Opportunity,Opportunity,0052o000009g7UdAAI,0062o000011P8tqAAC,1822direkt - Transaction Categorisation + Contract Recognition,On Record,0052o000009g7USAAY,,a029E00000NxlbUQAR
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-19 06:34:09,Opportunity,Opportunity,2020-05-04 08:19:40,0062o000011P8tqAAC,1822direkt - Transaction Categorisation + Contract Recognition,On Record,0052o000009g7USAAY,,a029E00000NxlbVQAR
0129E000000XXm6QAG,Revenue_Start_Date__c,Revenue Start Date,2020-09-01 00:00:00,Opportunity,Opportunity,2020-06-01 00:00:00,0062o000011P8tqAAC,1822direkt - Transaction Categorisation + Contract Recognition,On Record,0052o000009g7USAAY,,a029E00000NxlbWQAR
0129E000000XXm6QAG,CloseDate,Close Date,2020-08-31 00:00:00,Opportunity,Opportunity,2020-06-30 00:00:00,0062o000012IdugAAC,Smart InsurTech - RegShield 1AIS,On Record,0052o000009g7USAAY,,a029E00000NxlbXQAR
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-19 06:34:23,Opportunity,Opportunity,2020-03-31 10:59:28,0062o000012IdugAAC,Smart InsurTech - RegShield 1AIS,On Record,0052o000009g7USAAY,,a029E00000NxlbYQAR
0129E000000XXm6QAG,Primary_Campaign_Name__c,Primary Campaign Name,RegShield 2.0 Sales Push (new business),Opportunity,Opportunity,,0062o000012IdugAAC,Smart InsurTech - RegShield 1AIS,On Record,0052o000009g7USAAY,,a029E00000NxlbZQAR
0129E000000XXm6QAG,CloseDate,Close Date,2020-08-31 00:00:00,Opportunity,Opportunity,2020-06-30 00:00:00,0062o000012IDDaAAO,Ariva_Stock Account Aggregation,On Record,0052o000009g7USAAY,,a029E00000NxlbaQAB
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-19 06:34:43,Opportunity,Opportunity,2020-03-31 10:58:39,0062o000012IDDaAAO,Ariva_Stock Account Aggregation,On Record,0052o000009g7USAAY,,a029E00000NxlbbQAB
0129E000000XXm6QAG,Revenue_Start_Date__c,Revenue Start Date,2020-10-01 00:00:00,Opportunity,Opportunity,2020-08-01 00:00:00,0062o000012IDDaAAO,Ariva_Stock Account Aggregation,On Record,0052o000009g7USAAY,,a029E00000NxlbcQAB
0129E000000XXm6QAG,CloseDate,Close Date,2020-08-31 00:00:00,Opportunity,Opportunity,2020-06-30 00:00:00,0062o000012HQEcAAO,Gratisbroker_DSK & Top UP,On Record,0052o000009g7USAAY,,a029E00000NxlbdQAB
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-19 07:06:22,Opportunity,Opportunity,2020-03-25 14:43:56,0062o000012HQEcAAO,Gratisbroker_DSK & Top UP,On Record,0052o000009g7USAAY,,a029E00000NxlbeQAB
0129E000000XXm6QAG,Primary_Campaign_Name__c,Primary Campaign Name,RegShield 2.0 Sales Push (new business),Opportunity,Opportunity,,0062o000012HQEcAAO,Gratisbroker_DSK & Top UP,On Record,0052o000009g7USAAY,,a029E00000NxlbfQAB
0129E000000XXm6QAG,Revenue_Start_Date__c,Revenue Start Date,2020-09-01 00:00:00,Opportunity,Opportunity,2020-07-01 00:00:00,0062o000012HQEcAAO,Gratisbroker_DSK & Top UP,On Record,0052o000009g7USAAY,,a029E00000NxlbgQAB
0129E000000XXm6QAG,CloseDate,Close Date,2020-12-31 00:00:00,Opportunity,Opportunity,2020-06-30 00:00:00,0062o00000y7s06AAA,VPV - PSD2 Schnittstelle für DIN Finanzanalyse,On Record,0052o000009g7USAAY,,a029E00000NxlbhQAB
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-19 07:06:44,Opportunity,Opportunity,2020-03-31 10:58:56,0062o00000y7s06AAA,VPV - PSD2 Schnittstelle für DIN Finanzanalyse,On Record,0052o000009g7USAAY,,a029E00000NxlbiQAB
0129E000000XXm6QAG,Primary_Campaign_Name__c,Primary Campaign Name,PSD2 for Insurances Sales Push,Opportunity,Opportunity,,0062o00000y7s06AAA,VPV - PSD2 Schnittstelle für DIN Finanzanalyse,On Record,0052o000009g7USAAY,,a029E00000NxlbjQAB
0129E000000XXm6QAG,Revenue_Start_Date__c,Revenue Start Date,2021-01-01 00:00:00,Opportunity,Opportunity,2020-09-01 00:00:00,0062o00000y7s06AAA,VPV - PSD2 Schnittstelle für DIN Finanzanalyse,On Record,0052o000009g7USAAY,,a029E00000NxlbkQAB
0129E000000XXm6QAG,CloseDate,Close Date,2020-07-31 00:00:00,Opportunity,Opportunity,2020-05-28 00:00:00,0062o000011Px4zAAC,"SDA / Signal Iduna: Aggregation, Account Information, Financial Timeline, Payment Partner, Payment Initiation, Analytic",On Record,0052o000009g7USAAY,,a029E00000NxlblQAB
0129E000000XXm6QAG,LastModifiedById,Last Modified By ID,0052o000009g7USAAY,Opportunity,Opportunity,0052o000009g7VYAAY,0062o000011Px4zAAC,"SDA / Signal Iduna: Aggregation, Account Information, Financial Timeline, Payment Partner, Payment Initiation, Analytic",On Record,0052o000009g7USAAY,,a029E00000NxlbmQAB
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-19 07:07:11,Opportunity,Opportunity,2020-05-08 08:23:10,0062o000011Px4zAAC,"SDA / Signal Iduna: Aggregation, Account Information, Financial Timeline, Payment Partner, Payment Initiation, Analytic",On Record,0052o000009g7USAAY,,a029E00000NxlbnQAB
0129E000000XXm6QAG,Primary_Campaign_Name__c,Primary Campaign Name,PSD2 for Insurances Sales Push,Opportunity,Opportunity,,0062o000011Px4zAAC,"SDA / Signal Iduna: Aggregation, Account Information, Financial Timeline, Payment Partner, Payment Initiation, Analytic",On Record,0052o000009g7USAAY,,a029E00000NxlboQAB
0129E000000XXm6QAG,Revenue_Start_Date__c,Revenue Start Date,2020-10-01 00:00:00,Opportunity,Opportunity,,0062o000011Px4zAAC,"SDA / Signal Iduna: Aggregation, Account Information, Financial Timeline, Payment Partner, Payment Initiation, Analytic",On Record,0052o000009g7USAAY,,a029E00000NxlbpQAB
0129E000000XXm6QAG,CloseDate,Close Date,2020-11-30 00:00:00,Opportunity,Opportunity,2020-06-30 00:00:00,0062o00000y7rz3AAA,VPV - DigiBank,On Record,0052o000009g7USAAY,,a029E00000NxlbqQAB
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-19 07:07:33,Opportunity,Opportunity,2020-03-31 10:57:19,0062o00000y7rz3AAA,VPV - DigiBank,On Record,0052o000009g7USAAY,,a029E00000NxlbrQAB
0129E000000XXm6QAG,Primary_Campaign_Name__c,Primary Campaign Name,PSD2 for Insurances Sales Push,Opportunity,Opportunity,,0062o00000y7rz3AAA,VPV - DigiBank,On Record,0052o000009g7USAAY,,a029E00000NxlbsQAB
0129E000000XXm6QAG,Revenue_Start_Date__c,Revenue Start Date,2021-01-01 00:00:00,Opportunity,Opportunity,2020-09-01 00:00:00,0062o00000y7rz3AAA,VPV - DigiBank,On Record,0052o000009g7USAAY,,a029E00000NxlbtQAB
0129E000000XXm6QAG,CloseDate,Close Date,2020-07-31 00:00:00,Opportunity,Opportunity,2020-06-30 00:00:00,0062o000011P94YAAS,"Riskine_PoC RegShield 1AIS, cat",On Record,0052o000009g7USAAY,,a029E00000NxlbuQAB
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-19 07:07:45,Opportunity,Opportunity,2020-03-31 10:30:39,0062o000011P94YAAS,"Riskine_PoC RegShield 1AIS, cat",On Record,0052o000009g7USAAY,,a029E00000NxlbvQAB
0129E000000XXm6QAG,Primary_Campaign_Name__c,Primary Campaign Name,RegShield 2.0 Sales Push (new business),Opportunity,Opportunity,,0062o000011P94YAAS,"Riskine_PoC RegShield 1AIS, cat",On Record,0052o000009g7USAAY,,a029E00000NxlbwQAB
0129E000000XXm6QAG,CloseDate,Close Date,2020-08-31 00:00:00,Opportunity,Opportunity,2020-06-30 00:00:00,0062o000012IDKvAAO,Cloud Capital_Stock Acc Aggregation,On Record,0052o000009g7USAAY,,a029E00000NxlbxQAB
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-19 07:07:59,Opportunity,Opportunity,2020-04-29 18:35:54,0062o000012IDKvAAO,Cloud Capital_Stock Acc Aggregation,On Record,0052o000009g7USAAY,,a029E00000NxlbyQAB
0129E000000XXm6QAG,CloseDate,Close Date,2020-08-31 00:00:00,Opportunity,Opportunity,2020-06-30 00:00:00,0062o000012kIV1AAM,Uncapped_RegShield AIS+,On Record,0052o000009g7USAAY,,a029E00000NxlbzQAB
0129E000000XXm6QAG,LastModifiedById,Last Modified By ID,0052o000009g7USAAY,Opportunity,Opportunity,0052o000009g7TrAAI,0062o000012kIV1AAM,Uncapped_RegShield AIS+,On Record,0052o000009g7USAAY,,a029E00000Nxlc0QAB
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-19 07:08:15,Opportunity,Opportunity,2020-03-31 10:45:28,0062o000012kIV1AAM,Uncapped_RegShield AIS+,On Record,0052o000009g7USAAY,,a029E00000Nxlc1QAB
0129E000000XXm6QAG,Revenue_Start_Date__c,Revenue Start Date,2020-09-01 00:00:00,Opportunity,Opportunity,2020-07-01 00:00:00,0062o000012kIV1AAM,Uncapped_RegShield AIS+,On Record,0052o000009g7USAAY,,a029E00000Nxlc2QAB
0129E000000XXm6QAG,CloseDate,Close Date,2020-09-30 00:00:00,Opportunity,Opportunity,2020-06-30 00:00:00,0062o000012kWF8AAM,PriMoCo_RegShield AIS+,On Record,0052o000009g7USAAY,,a029E00000Nxlc3QAB
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-19 07:08:34,Opportunity,Opportunity,2020-03-31 10:35:13,0062o000012kWF8AAM,PriMoCo_RegShield AIS+,On Record,0052o000009g7USAAY,,a029E00000Nxlc4QAB
0129E000000XXm6QAG,Primary_Campaign_Name__c,Primary Campaign Name,Multibanking for banking apps,Opportunity,Opportunity,,0062o000012kWF8AAM,PriMoCo_RegShield AIS+,On Record,0052o000009g7USAAY,,a029E00000Nxlc5QAB
0129E000000XXm6QAG,Revenue_Start_Date__c,Revenue Start Date,2020-11-01 00:00:00,Opportunity,Opportunity,2020-07-01 00:00:00,0062o000012kWF8AAM,PriMoCo_RegShield AIS+,On Record,0052o000009g7USAAY,,a029E00000Nxlc6QAB
0129E000000XXm6QAG,CloseDate,Close Date,2020-12-31 00:00:00,Opportunity,Opportunity,2020-06-30 00:00:00,0062o000011P8z8AAC,DWS -  Depot Aggregation,On Record,0052o000009g7USAAY,,a029E00000Nxlc7QAB
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-19 07:08:51,Opportunity,Opportunity,2020-05-18 19:52:27,0062o000011P8z8AAC,DWS -  Depot Aggregation,On Record,0052o000009g7USAAY,,a029E00000Nxlc8QAB
0129E000000XXm6QAG,Revenue_Start_Date__c,Revenue Start Date,2021-01-01 00:00:00,Opportunity,Opportunity,2020-09-01 00:00:00,0062o000011P8z8AAC,DWS -  Depot Aggregation,On Record,0052o000009g7USAAY,,a029E00000Nxlc9QAB
0129E000000XXm6QAG,CloseDate,Close Date,2020-10-31 00:00:00,Opportunity,Opportunity,2020-06-30 00:00:00,0062o000012AD00AAG,CoCot - Banking App,On Record,0052o000009g7USAAY,,a029E00000NxlcAQAR
0129E000000XXm6QAG,LastModifiedById,Last Modified By ID,0052o000009g7USAAY,Opportunity,Opportunity,0052o000009g7TrAAI,0062o000012AD00AAG,CoCot - Banking App,On Record,0052o000009g7USAAY,,a029E00000NxlcBQAR
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-19 07:09:10,Opportunity,Opportunity,2020-04-09 12:32:39,0062o000012AD00AAG,CoCot - Banking App,On Record,0052o000009g7USAAY,,a029E00000NxlcCQAR
0129E000000XXm6QAG,Revenue_Start_Date__c,Revenue Start Date,2020-12-01 00:00:00,Opportunity,Opportunity,2020-07-01 00:00:00,0062o000012AD00AAG,CoCot - Banking App,On Record,0052o000009g7USAAY,,a029E00000NxlcDQAR
0129E000000XXm6QAG,CloseDate,Close Date,2020-06-30 00:00:00,Opportunity,Opportunity,2020-05-31 00:00:00,0062o00000y8827AAA,Quix - Account integration for ERP solution AIS+ & PIS,On Record,0052o000009g7USAAY,,a029E00000NxlcEQAR
0129E000000XXm6QAG,LastModifiedById,Last Modified By ID,0052o000009g7USAAY,Opportunity,Opportunity,0052o000009g7UdAAI,0062o00000y8827AAA,Quix - Account integration for ERP solution AIS+ & PIS,On Record,0052o000009g7USAAY,,a029E00000NxlcFQAR
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-19 07:09:23,Opportunity,Opportunity,2020-04-08 08:31:48,0062o00000y8827AAA,Quix - Account integration for ERP solution AIS+ & PIS,On Record,0052o000009g7USAAY,,a029E00000NxlcGQAR
0129E000000XXm6QAG,Revenue_Start_Date__c,Revenue Start Date,2020-07-01 00:00:00,Opportunity,Opportunity,2020-06-01 00:00:00,0062o00000y8827AAA,Quix - Account integration for ERP solution AIS+ & PIS,On Record,0052o000009g7USAAY,,a029E00000NxlcHQAR
0129E000000XXm6QAG,CloseDate,Close Date,2020-07-31 00:00:00,Opportunity,Opportunity,2020-05-31 00:00:00,0062o00000y7MS4AAM,Todix_+AIS & PIS for Betriebsplattform,On Record,0052o000009g7USAAY,,a029E00000NxlcIQAR
0129E000000XXm6QAG,LastModifiedDate,Last Modified Date,2020-05-19 07:10:32,Opportunity,Opportunity,2020-04-29 16:39:50,0062o00000y7MS4AAM,Todix_+AIS & PIS for Betriebsplattform,On Record,0052o000009g7USAAY,,a029E00000NxlcJQAR
0129E000000XXm6QAG,Primary_Campaign_Name__c,Primary Campaign Name,RegShield 2.0 Sales Push (new business),Opportunity,Opportunity,,0062o00000y7MS4AAM,Todix_+AIS & PIS for Betriebsplattform,On Record,0052o000009g7USAAY,,a029E00000NxlcKQAR
